"","ethnicity","region","sex","agegrp","qualification","occupation","hours","income"
"14775","Maori","Manawatu-Wanganui","F",60,"Vocational/Trade","Technicians and Trade Workers",27,475
"14776","European","Other","F",20,"School","Managers",70,578
"14777","European","Bay of Plenty","F",50,"Vocational/Trade","Professionals",38,478
"14778","European","Auckland","F",50,"Vocational/Trade","No Occupation",0,358
"14779","European","Canterbury","M",40,"Vocational/Trade","Technicians and Trade Workers",45,1146
"14780","European","Gisborne / Hawke's Bay","F",15,"School","No Occupation",0,0
"14781","European","Manawatu-Wanganui","F",50,"School","Community and Personal Service Worker",50,793
"14782","European","Canterbury","F",20,"Vocational/Trade","Clerical and Administrative Workers",23,447
"14783","European","Gisborne / Hawke's Bay","M",65,"Vocational/Trade","No Occupation",0,226
"14784","European","Auckland","F",40,"None","No Occupation",0,197
"14785","European","Auckland","M",40,"Other","Managers",45,3530
"14786","European","Auckland","M",65,"None","No Occupation",0,267
"14787","Other","Taranaki","F",15,"School","No Occupation",0,0
"14788","European","Canterbury","M",30,"Vocational/Trade","Technicians and Trade Workers",0,2011
"14789","European","Wellington","M",35,"Vocational/Trade","Technicians and Trade Workers",43,718
"14790","European","Other","F",25,"None","No Occupation",0,142
"14791","European","Canterbury","F",65,"None","No Occupation",0,42
"14792","European","Auckland","F",65,"None","No Occupation",0,324
"14793","Pacific People","Other","M",35,"None","Managers",45,896
"14794","Asian","Other","F",35,"None","No Occupation",0,272
"14795","European","Auckland","F",30,"Bachelore or Higher","Professionals",32,1152
"14796","European","Canterbury","F",55,"Bachelore or Higher","Professionals",40,1166
"14797","Other","Auckland","M",20,"Vocational/Trade","Managers",47,588
"14798","European","Bay of Plenty","F",65,"None","No Occupation",0,2
"14799","European","Other","F",15,"School","Labourers",32,667
"14800","European","Auckland","M",25,"Vocational/Trade","Professionals",40,603
"14801","European","Auckland","F",30,"Other","Managers",20,744
"14802","Other","Gisborne / Hawke's Bay","F",50,"None","No Occupation",0,271
"14803","Pacific People","Canterbury","M",55,"None","No Occupation",0,0
"14804","European","Waikato","F",50,"School","Labourers",40,884
"14805","Asian","Auckland","M",25,"Vocational/Trade","Clerical and Administrative Workers",42,1289
"14806","European","Other","M",30,"Vocational/Trade","Managers",50,1326
"14807","Maori","Other","F",35,"Vocational/Trade","No Occupation",0,332
"14808","European","Wellington","F",65,"Bachelore or Higher","No Occupation",0,479
"14809","Other","Manawatu-Wanganui","M",40,"Bachelore or Higher","Sales Workers",0,-211
"14810","Middle Eastern/Latin American/African","Auckland","M",60,"School","No Occupation",0,440
"14811","European","Wellington","F",40,"Vocational/Trade","Clerical and Administrative Workers",40,886
"14812","Asian","Other","F",30,"Bachelore or Higher","Professionals",40.5,1114
"14813","European","Canterbury","M",50,"School","Technicians and Trade Workers",44,712
"14814","European","Gisborne / Hawke's Bay","F",65,"None","No Occupation",0,1032
"14815","Other","Manawatu-Wanganui","M",40,"Vocational/Trade","Sales Workers",40,880
"14816","European","Auckland","M",45,"Other","Managers",50,1298
"14817","European","Bay of Plenty","F",65,"None","No Occupation",0,346
"14818","Pacific People","Auckland","M",25,"Vocational/Trade","No Occupation",0,258
"14819","European","Auckland","F",60,"School","Clerical and Administrative Workers",40,1350
"14820","Maori","Northland","M",45,"None","Machinery Operators and Drivers",40,813
"14821","European","Auckland","F",50,"Bachelore or Higher","Professionals",22,371
"14822","European","Bay of Plenty","M",65,"Bachelore or Higher","Community and Personal Service Worker",40,934
"14823","European","Waikato","F",65,"Vocational/Trade","No Occupation",0,265
"14824","European","Wellington","M",65,"None","No Occupation",0,393
"14825","European","Waikato","F",45,"Other","Clerical and Administrative Workers",37.5,518
"14826","Pacific People","Auckland","M",25,"None","Machinery Operators and Drivers",40,1578
"14827","Other Ethnicity","Other","M",15,"None","Managers",40,1224
"14828","European","Canterbury","F",15,"Vocational/Trade","No Occupation",0,0
"14829","Other","Auckland","F",25,"Vocational/Trade","Professionals",6.5,407
"14830","European","Auckland","F",60,"School","No Occupation",0,243
"14831","European","Bay of Plenty","M",30,"Vocational/Trade","Technicians and Trade Workers",54,771
"14832","European","Canterbury","M",55,"School","No Occupation",0,264
"14833","European","Waikato","F",40,"None","Labourers",40,953
"14834","Maori","Northland","F",35,"Vocational/Trade","Sales Workers",37,692
"14835","European","Wellington","M",20,"School","Machinery Operators and Drivers",40,504
"14836","European","Auckland","M",20,"School","No Occupation",0,614
"14837","European","Other","M",60,"None","Managers",50,1189
"14838","Maori","Wellington","F",40,"None","No Occupation",0,0
"14839","European","Wellington","M",45,"Vocational/Trade","No Occupation",0,308
"14840","European","Canterbury","F",65,"Other","Labourers",28,574
"14841","European","Waikato","M",40,"Bachelore or Higher","Professionals",0,1050
"14842","Asian","Canterbury","M",35,"Bachelore or Higher","Community and Personal Service Worker",0,332
"14843","Maori","Waikato","F",55,"None","Professionals",37.5,1804
"14844","Other Ethnicity","Wellington","F",65,"None","No Occupation",0,254
"14845","European","Bay of Plenty","M",65,"None","No Occupation",0,334
"14846","European","Wellington","F",60,"School","No Occupation",0,360
"14847","European","Auckland","M",60,"None","Machinery Operators and Drivers",60,1445
"14848","European","Canterbury","F",25,"None","No Occupation",0,108
"14849","Asian","Auckland","F",25,"Bachelore or Higher","Professionals",37.5,2272
"14850","European","Manawatu-Wanganui","F",40,"School","No Occupation",0,161
"14851","European","Other","M",40,"Bachelore or Higher","Community and Personal Service Worker",40,774
"14852","Maori","Waikato","F",25,"Bachelore or Higher","Managers",40,1426
"14853","Maori","Other","M",15,"None","No Occupation",0,422
"14854","European","Auckland","F",65,"School","No Occupation",0,0
"14855","Asian","Auckland","F",50,"School","No Occupation",0,257
"14856","Asian","Auckland","F",55,"None","Labourers",14,653
"14857","European","Gisborne / Hawke's Bay","M",45,"Vocational/Trade","Managers",50,1035
"14858","European","Wellington","M",20,"None","No Occupation",0,226
"14859","European","Auckland","F",35,"School","Clerical and Administrative Workers",0,690
"14860","Pacific People","Auckland","M",30,"None","No Occupation",0,381
"14861","European","Nelson/Tasman/Marlborough/West Coast","M",60,"None","Sales Workers",38.5,893
"14862","European","Other","F",35,"Vocational/Trade","Labourers",2.5,213
"14863","Other","Manawatu-Wanganui","F",40,"Vocational/Trade","No Occupation",0,353
"14864","European","Manawatu-Wanganui","M",55,"Vocational/Trade","Technicians and Trade Workers",40,984
"14865","European","Canterbury","M",20,"School","Technicians and Trade Workers",8,106
"14866","European","Taranaki","M",60,"Vocational/Trade","Managers",48,1701
"14867","Asian","Auckland","M",20,"School","No Occupation",0,275
"14868","Asian","Auckland","F",55,"School","Managers",52,343
"14869","Asian","Northland","F",25,"School","No Occupation",0,232
"14870","Asian","Auckland","M",35,"Bachelore or Higher","Community and Personal Service Worker",0,502
"14871","Maori","Auckland","F",40,"None","No Occupation",0,252
"14872","European","Canterbury","M",25,"Other","Professionals",0,542
"14873","Asian","Auckland","F",65,"School","No Occupation",0,536
"14874","Other","Wellington","M",50,"School","No Occupation",0,455
"14875","European","Canterbury","M",65,"Vocational/Trade","No Occupation",0,360
"14876","European","Wellington","M",50,"School","Community and Personal Service Worker",46.5,818
"14877","European","Auckland","M",50,"Vocational/Trade","Labourers",50,756
"14878","European","Canterbury","F",60,"School","No Occupation",0,258
"14879","European","Auckland","M",25,"Bachelore or Higher","Managers",30,776
"14880","Asian","Auckland","F",50,"None","Managers",37,1068
"14881","European","Auckland","M",40,"Vocational/Trade","Professionals",32,1131
"14882","European","Manawatu-Wanganui","M",40,"Vocational/Trade","Labourers",50,1052
"14883","European","Auckland","F",35,"Bachelore or Higher","Professionals",32,446
"14884","European","Canterbury","F",30,"School","Technicians and Trade Workers",38,875
"14885","European","Wellington","M",35,"Vocational/Trade","Managers",40,504
"14886","European","Other","M",30,"Vocational/Trade","Professionals",40,1962
"14887","Asian","Auckland","F",35,"Bachelore or Higher","Professionals",0,-69
"14888","European","Canterbury","F",20,"School","No Occupation",0,465
"14889","European","Other","F",60,"Vocational/Trade","No Occupation",0,270
"14890","European","Taranaki","M",35,"School","Managers",55,475
"14891","European","Gisborne / Hawke's Bay","F",15,"School","Sales Workers",6.5,374
"14892","European","Manawatu-Wanganui","M",50,"Vocational/Trade","Professionals",40,880
"14893","European","Other","F",45,"Bachelore or Higher","No Occupation",0,0
"14894","European","Auckland","F",15,"Vocational/Trade","No Occupation",0,0
"14895","European","Canterbury","M",30,"Vocational/Trade","Professionals",40,552
"14896","European","Other","M",50,"Bachelore or Higher","Machinery Operators and Drivers",45,879
"14897","Pacific People","Auckland","F",60,"None","Clerical and Administrative Workers",32,363
"14898","Maori","Bay of Plenty","M",50,"None","Sales Workers",40,844
"14899","European","Canterbury","F",65,"School","No Occupation",0,495
"14900","Maori","Gisborne / Hawke's Bay","M",40,"Other","Machinery Operators and Drivers",57,1129
"14901","European","Wellington","M",25,"Bachelore or Higher","No Occupation",45,1438
"14902","European","Waikato","F",40,"Bachelore or Higher","Professionals",0,1061
"14903","Pacific People","Wellington","F",45,"Vocational/Trade","Machinery Operators and Drivers",29.5,1058
"14904","Pacific People","Wellington","F",25,"Vocational/Trade","Community and Personal Service Worker",0,225
"14905","European","Wellington","M",45,"Bachelore or Higher","Professionals",50,1406
"14906","European","Auckland","M",40,"Bachelore or Higher","Professionals",40,2479
"14907","Asian","Auckland","F",35,"Bachelore or Higher","No Occupation",0,293
"14908","European","Manawatu-Wanganui","M",40,"School","Labourers",40,844
"14909","European","Auckland","M",65,"Other","No Occupation",0,180
"14910","European","Other","M",15,"Vocational/Trade","Sales Workers",40,601
"14911","European","Nelson/Tasman/Marlborough/West Coast","M",55,"Bachelore or Higher","Professionals",52,2190
"14912","European","Manawatu-Wanganui","F",20,"Bachelore or Higher","Professionals",40,630
"14913","Other","Auckland","M",45,"Vocational/Trade","Community and Personal Service Worker",40,1688
"14914","European","Manawatu-Wanganui","F",65,"None","No Occupation",0,241
"14915","European","Waikato","F",60,"Vocational/Trade","Managers",45,1362
"14916","European","Waikato","F",50,"Vocational/Trade","Clerical and Administrative Workers",40,794
"14917","European","Wellington","F",45,"Bachelore or Higher","Managers",12,550
"14918","European","Nelson/Tasman/Marlborough/West Coast","M",50,"Other","Managers",0,-103
"14919","Pacific People","Auckland","F",30,"Bachelore or Higher","Professionals",9,189
"14920","European","Auckland","F",65,"Vocational/Trade","No Occupation",0,324
"14921","European","Taranaki","F",65,"Vocational/Trade","Machinery Operators and Drivers",33,471
"14922","European","Waikato","M",25,"School","No Occupation",0,446
"14923","European","Wellington","M",30,"Bachelore or Higher","Sales Workers",45,1465
"14924","Pacific People","Auckland","F",45,"Vocational/Trade","Community and Personal Service Worker",0,5
"14925","European","Taranaki","F",40,"None","Labourers",10,250
"14926","European","Gisborne / Hawke's Bay","M",20,"Vocational/Trade","No Occupation",0,485
"14927","European","Waikato","M",15,"None","No Occupation",0,0
"14928","European","Canterbury","M",45,"School","Managers",70,557
"14929","Other","Wellington","F",25,"Vocational/Trade","Community and Personal Service Worker",35,541
"14930","European","Manawatu-Wanganui","M",55,"Other","Clerical and Administrative Workers",40,980
"14931","European","Wellington","M",30,"Bachelore or Higher","Professionals",45,932
"14932","European","Gisborne / Hawke's Bay","M",35,"Vocational/Trade","Professionals",47,1332
"14933","European","Waikato","M",15,"School","No Occupation",0,0
"14934","Asian","Auckland","M",65,"None","No Occupation",0,99
"14935","European","Wellington","F",65,"School","No Occupation",0,300
"14936","Maori","Waikato","M",20,"None","Machinery Operators and Drivers",40,630
"14937","European","Taranaki","F",65,"Vocational/Trade","No Occupation",0,1264
"14938","European","Other","F",20,"School","No Occupation",0,217
"14939","Asian","Auckland","M",35,"Other","No Occupation",0,132
"14940","European","Northland","M",55,"School","Managers",40,880
"14941","European","Gisborne / Hawke's Bay","M",65,"None","No Occupation",0,485
"14942","European","Auckland","F",30,"School","Clerical and Administrative Workers",50,931
"14943","European","Other","M",25,"Vocational/Trade","Clerical and Administrative Workers",40,405
"14944","Maori","Gisborne / Hawke's Bay","F",20,"None","Labourers",50,881
"14945","European","Auckland","M",40,"Vocational/Trade","No Occupation",0,225
"14946","Pacific People","Auckland","F",45,"Vocational/Trade","Labourers",30,440
"14947","Other","Bay of Plenty","F",20,"Bachelore or Higher","Professionals",0,1276
"14948","Other","Auckland","F",20,"Bachelore or Higher","Sales Workers",37,1198
